1001	a	34231.647	b	96747.576	b	144.938
1002	a	34230.358	b	96747.157	b	144.944
1003	a	34227.923	b	96745.711	b	144.944
1004	a	34226.175	b	96743.772	b	144.931
1005	a	34224.708	b	96740.149	b	144.939
1006	a	34220.733	b	96739.976	b	144.922
1007	a	34221.55	b	96743.598	b	144.92
1008	a	34223.626	b	96747.125	b	144.917
1009	a	34225.658	b	96749.032	b	144.913
1010	a	34228.002	b	96750.556	b	144.904
1011	a	34231.585	b	96751.614	b	144.912
1012	a	34234.927	b	96751.714	b	144.91
1013	a	34237.922	b	96751.106	b	144.925
1014	a	34241.022	b	96749.658	b	144.922
1015	a	34243.606	b	96747.24	b	144.934
1016	a	34245.692	b	96744.127	b	144.932
1017	a	34246.552	b	96740.913	b	144.942
1018	a	34242.585	b	96740.766	b	144.957
1019	a	34241.718	b	96742.862	b	144.961
1020	a	34240.534	b	96744.739	b	144.937
1021	a	34238.738	b	96746.261	b	144.926
1022	a	34235.049	b	96747.734	b	144.936
1023	a	34242.708	b	96737.371	b	144.954
1024	a	34241.795	b	96734.684	b	144.95
1025	a	34240.099	b	96732.439	b	144.944
1026	a	34238.15	b	96730.809	b	144.937
1027	a	34235.693	b	96729.911	b	144.942
1028	a	34235.867	b	96725.936	b	144.92
1029	a	34239.343	b	96726.967	b	144.923
1030	a	34242.382	b	96728.98	b	144.941
1031	a	34244.782	b	96731.75	b	144.953
1032	a	34245.968	b	96734.156	b	144.941
1033	a	34246.64	b	96737.555	b	144.941
1034	a	34232.472	b	96725.895	b	144.919
1035	a	34229.419	b	96726.423	b	144.93
1036	a	34226.167	b	96727.995	b	144.929
1037	a	34223.548	b	96730.572	b	144.919
1038	a	34221.799	b	96733.319	b	144.92
1039	a	34220.891	b	96736.646	b	144.921
1040	a	34224.814	b	96736.72	b	144.952
1041	a	34225.632	b	96734.583	b	144.95
1042	a	34226.868	b	96732.782	b	144.932
1043	a	34228.708	b	96731.252	b	144.941
1044	a	34230.254	b	96730.361	b	144.941
1045	a	34232.331	b	96729.767	b	144.943
1046	a	34231.119	b	96741.115	b	145.431
1047	a	34236.035	b	96741.315	b	145.436
1048	a	34236.26	b	96736.354	b	145.428
1049	a	34231.354	b	96736.199	b	145.435
1050	a	34233.673	b	96738.892	b	145.647
1051	a	34238.136	b	96766.545	b	144.886
1052	a	34242.182	b	96765.043	b	144.885
1053	a	34245.851	b	96763.688	b	144.887
1054	a	34249.94	b	96761.229	b	144.883
1055	a	34253.185	b	96758.635	b	144.881
1056	a	34259.02	b	96764.89	b	144.876
1057	a	34256.194	b	96767.261	b	144.868
1058	a	34252.884	b	96769.464	b	144.867
1059	a	34249.17	b	96771.45	b	144.867
1060	a	34245.079	b	96773.136	b	144.868
1061	a	34239.279	b	96774.622	b	144.867
1062	a	34254.161	b	96757.495	b	144.876
1063	a	34256.608	b	96754.522	b	144.887
1064	a	34258.341	b	96751.218	b	144.886
1065	a	34259.924	b	96747.749	b	144.885
1066	a	34260.819	b	96744.994	b	144.883
1067	a	34269.047	b	96746.956	b	144.864
1068	a	34267.911	b	96750.676	b	144.866
1069	a	34266.85	b	96753.369	b	144.866
1070	a	34264.971	b	96757.226	b	144.868
1071	a	34263.08	b	96759.948	b	144.866
1072	a	34260.507	b	96763.382	b	144.868
1073	a	34275.465	b	96748.617	b	144.85
1074	a	34268.496	b	96763.882	b	144.852
1075	a	34256.313	b	96775.276	b	144.853
1076	a	34240.506	b	96781.157	b	144.851
1077	a	34241.024	b	96784.164	b	144.834
1078	a	34244.464	b	96783.442	b	144.835
1079	a	34247.717	b	96782.569	b	144.835
1080	a	34251.033	b	96781.357	b	144.835
1081	a	34254.298	b	96779.892	b	144.82
1082	a	34257.352	b	96778.177	b	144.82
1083	a	34260.278	b	96776.353	b	144.823
1084	a	34262.655	b	96774.469	b	144.822
1085	a	34265.59	b	96771.862	b	144.834
1086	a	34274.621	b	96781.167	b	144.85
1087	a	34272.154	b	96783.544	b	144.859
1088	a	34269.661	b	96785.608	b	144.856
1089	a	34266.578	b	96787.808	b	144.846
1090	a	34263.679	b	96789.69	b	144.845
1091	a	34260.463	b	96791.404	b	144.818
1092	a	34256.962	b	96793.069	b	144.817
1093	a	34253.117	b	96794.605	b	144.829
1094	a	34248.442	b	96795.956	b	144.855
1095	a	34243.141	b	96797.07	b	144.842
1096	a	34277.408	b	96778.436	b	144.85
1097	a	34279.64	b	96775.955	b	144.854
1098	a	34282.359	b	96772.192	b	144.839
1099	a	34284.233	b	96769.211	b	144.828
1100	a	34287.889	b	96762.535	b	144.828
1101	a	34289.312	b	96758.651	b	144.839
1102	a	34290.916	b	96753.448	b	144.845
1103	a	34291.625	b	96750.41	b	144.845
1104	a	34292.315	b	96746.208	b	144.845
1105	a	34279.329	b	96744.516	b	144.838
1106	a	34278.762	b	96747.953	b	144.833
1107	a	34277.76	b	96751.728	b	144.824
1108	a	34275.963	b	96756.799	b	144.84
1109	a	34273.775	b	96761.232	b	144.839
1110	a	34271.666	b	96764.629	b	144.844
1111	a	34267.741	b	96769.617	b	144.829
1112	a	34250.134	b	96837.254	b	144.9
1113	a	34250.134	b	96837.255	b	144.901
1114	a	34250.462	b	96828.999	b	144.898
1115	a	34252.809	b	96829.044	b	145.143
1116	a	34252.713	b	96819.792	b	144.922
1117	a	34263.48	b	96820.023	b	144.93
1118	a	34267.768	b	96816.114	b	144.895
1119	a	34269.3	b	96817.666	b	144.94
1120	a	34274.767	b	96802.645	b	144.932
1121	a	34278.201	b	96806.355	b	144.956
1122	a	34289.133	b	96799.261	b	150.516
1123	a	34295.58	b	96793.24	b	150.19
1124	a	34294.022	b	96791.523	b	150.274
1125	a	34287.582	b	96797.565	b	150.176
1126	a	34303.42	b	96782.811	b	146.08
1127	a	34300.014	b	96779.098	b	144.925
1128	a	34293.953	b	96787.044	b	144.89
1129	a	34290.636	b	96787.351	b	144.889
1130	a	34287.031	b	96788.933	b	144.905
1131	a	34284.141	b	96792.561	b	144.904
1132	a	34283.205	b	96797.121	b	144.888
1133	a	34315.229	b	96775.305	b	144.922
1134	a	34313.998	b	96772.95	b	144.909
1135	a	34318.205	b	96769.061	b	144.923
1136	a	34318.777	b	96758.201	b	144.915
1137	a	34327.959	b	96758.751	b	145.431
1138	a	34328.137	b	96756.626	b	144.859
1139	a	34336.321	b	96756.934	b	144.852
1140	a	34336.322	b	96756.935	b	144.852
1141	a	34329.818	b	96715.474	b	144.718
1142	a	34326.198	b	96709.774	b	144.723
1143	a	34328.129	b	96708.134	b	144.757
1144	a	34282.169	b	96652.627	b	145.799
1145	a	34279.617	b	96653.977	b	144.88
1146	a	34275.833	b	96648.718	b	144.834
